no	Lat	Long	Species	Sampling_date	Confirming_date	Subtype	Patho_type	Report_type	Info9	Info10	location3
400b	23.74211	120.23749	紅羽土雞	2017-02-22	2017-02-25	H5N2	HPAI	業者主動通報	400	406	Yunlin County
401b	23.7611	120.22778	紅羽土雞	2017-02-22	2017-02-25	H5N2	HPAI	業者主動通報	401	405	Yunlin County
402b	23.638006	120.200783	黑羽土雞	2017-02-22	2017-02-25	H5N2	HPAI	業者主動通報	402	404	Yunlin County
403b	23.44105556	120.21624167	肉鵝	2017-02-22	2017-02-26	H5N2	HPAI	業者主動通報	403	403	Chiayi County
404b	22.56066667	120.51627778	肉鴨	2017-02-22	2017-02-27	H5N8	HPAI	主動監測	404	402	Pingtung County
405b	22.93103056	120.52731944	肉鴨	2017-02-22	2017-02-27	H5N8	HPAI	主動監測	405	401	Kaohsiung City
406b	24.6975	121.69916667	肉鴨	2017-02-22	2017-02-27	H5N2	HPAI	周邊監測	406	400	Yilan County
393b	23.76601	120.24216	紅羽土雞	2017-02-21	2017-02-24	H5N2	HPAI	業者主動通報	393	399	Yunlin County
394b	23.78639	120.23639	紅羽土雞	2017-02-21	2017-02-24	H5N2	HPAI	業者主動通報	394	398	Yunlin County
395b	23.637995	120.484689	種鵝	2017-02-21	2017-02-24	H5Nx	HPAI	業者主動通報	395	397	Yunlin County
396b	23.75013	120.23032	黑羽土雞	2017-02-21	2017-02-25	H5N2	HPAI	業者主動通報	396	396	Yunlin County
397b	23.885424	121.547533	肉鴨	2017-02-21	2017-02-25	H5Nx	HPAI	主動監測	397	395	Hualien County
398b	23.65319	120.17795	黑羽土雞	2017-02-21	2017-02-25	H5N2	HPAI	業者主動通報	398	394	Yunlin County
399b	23.904952	120.360402	肉鴨	2017-02-21	2017-02-27	H5N2	HPAI	主動監測	399	393	Changhua County
390b	23.885581	120.292218	其他	2017-02-20	2017-02-23	H5N2	HPAI	民眾通報	390	392	Changhua County
391b	23.7362	120.21845	黑羽土雞	2017-02-20	2017-02-23	H5N2	HPAI	業者主動通報	391	391	Yunlin County
392b	24.69972222	121.69172222	肉鴨	2017-02-20	2017-02-25	H5N2	HPAI	主動監測	392	390	Yilan County
389b	23.735578	120.241665	紅羽土雞	2017-02-19	2017-02-22	H5N2	HPAI	業者主動通報	389	389	Yunlin County
387b	23.69861111	121.46333333	肉鴨	2017-02-18	2017-02-24	H5N6	HPAI	主動監測	387	388	Hualien County
388b	23.7075	121.47833333	肉鴨	2017-02-18	2017-02-24	H5N6	HPAI	主動監測	388	387	Hualien County
383b	23.677665	120.265872	紅羽土雞	2017-02-17	2017-02-19	H5N2	HPAI	業者主動通報	383	386	Yunlin County
384b	23.59856944	120.22814444	紅羽土雞	2017-02-17	2017-02-20	H5N2	HPAI	業者主動通報	384	385	Yunlin County
385b	23.76209	120.468642	紅羽土雞	2017-02-17	2017-02-20	H5N2	HPAI	業者主動通報	385	384	Yunlin County
386b	23.89725	120.323417	紅羽土雞	2017-02-17	2017-02-20	H5N2	HPAI	業者主動通報	386	383	Changhua County
381b	23.114717	120.171184	其他	2017-02-16	2017-02-19	H5N2_H5N6	HPAI	民眾通報	381	382	Tainan City
382b	23.2413	120.282746	蛋雞	2017-02-16	2017-02-19	H5N2	HPAI	業者主動通報	382	381	Tainan City
376b	24.869013	121.099979	其他	2017-02-15	2017-02-19	H5N6	HPAI	民眾通報	376	380	Hsinchu County
377b	23.55425	120.19913	紅羽土雞	2017-02-15	2017-02-18	H5N6	HPAI	屠宰場回溯	377	379	Yunlin County
378b	23.502608	120.195272	肉鵝	2017-02-15	2017-02-18	H5N6	HPAI	檢舉案	378	378	Chiayi County
379b	23.50323	120.21313	肉鵝	2017-02-15	2017-02-18	H5N2	HPAI	檢舉案	379	377	Chiayi County
380b	23.53181	120.20823	紅羽土雞	2017-02-15	2017-02-18	H5N2	HPAI	屠宰場回溯	380	376	Yunlin County
370b	23.49019	120.10963	其他	2017-02-14	2017-02-17	H5N2	HPAI	民眾通報	370	375	Chiayi County
371b	23.49019	120.10963	其他	2017-02-14	2017-02-17	H5N6	HPAI	民眾通報	371	374	Chiayi County
372b	23.41891	120.26604	烏骨雞	2017-02-14	2017-02-17	H5N6	HPAI	業者主動通報	372	373	Chiayi County
373b	23.42314	120.26614	烏骨雞	2017-02-14	2017-02-17	H5N6	HPAI	業者主動通報	373	372	Chiayi County
374b	23.236454	120.281741	火雞	2017-02-14	2017-02-17	H5N2	HPAI	業者主動通報	374	371	Tainan City
375b	23.11669	120.3297	蛋種雞	2017-02-14	2017-02-18	H5N6	HPAI	業者主動通報	375	370	Tainan City
365b	23.49019	120.10963	其他	2017-02-13	2017-02-16	H5N2	HPAI	民眾通報	365	369	Chiayi County
366b	23.184571	120.313275	候(野)鳥	2017-02-13	2017-02-17	H5N2	HPAI	候(野)鳥	366	368	Tainan City
367b	23.68435	120.24967778	皇金雞	2017-02-13	2017-02-15	H5N2	HPAI	屠宰場回溯	367	367	Yunlin County
368b	23.4382835	120.2389455	烏骨雞	2017-02-13	2017-02-15	H5N6	HPAI	檢舉案	368	366	Chiayi County
369b	23.574358	120.180058	黑羽土雞	2017-02-13	2017-02-15	H5N6	HPAI	檢舉案	369	365	Yunlin County
364b	23.184571	120.313275	候(野)鳥	2017-02-12	2017-02-16	H5N6	HPAI	候(野)鳥	364	364	Tainan City
362b	23.74203	120.24141	紅羽土雞	2017-02-10	2017-02-12	H5N2	HPAI	業者主動通報	362	363	Yunlin County
363b	23.419856	121.34747	北京鴨	2017-02-10	2017-02-13	H5N6	HPAI	屠宰場回溯	363	362	Hualien County
359b	23.529259	120.419046	其他	2017-02-09	2017-02-12	H5N2_H5N6	HPAI	民眾通報	359	361	Chiayi County
360b	23.529259	120.419046	其他	2017-02-09	2017-02-12	H5N6	HPAI	民眾通報	360	360	Chiayi County
361b	23.23957	120.30136	火雞	2017-02-09	2017-02-12	H5N2_H5N6	HPAI	檢舉案	361	359	Tainan City
358b	23.761503	120.245481	土雞	2017-02-03	2017-02-07	H5N2	HPAI	業者主動通報	358	358	Yunlin County
356b	23.4045006	121.3416227	其他	2017-02-02	2017-02-05	H5N6	HPAI	民眾通報	356	357	Hualien County
357b	23.74793	120.228598	紅羽土雞	2017-02-02	2017-02-05	H5N2	HPAI	業者主動通報	357	356	Yunlin County
355b	23.70788	120.40446	火雞	2017-02-01	2017-02-04	H5N2	HPAI	業者主動通報	355	355	Yunlin County
354b	23.652518	120.255147	火雞	2017-01-22	2017-01-25	H5N2	HPAI	業者主動通報	354	354	Yunlin County
353b	23.71407	120.29334	紅羽土雞	2017-01-16	2017-01-18	H5N2	HPAI	業者主動通報	353	353	Yunlin County
352b	23.780886	120.307984	土雞	2017-01-14	2017-01-16	H5N2	HPAI	業者主動通報	352	352	Yunlin County
351b	23.727163	120.244187	黑羽土雞	2017-01-13	2017-01-16	H5N2	HPAI	業者主動通報	351	351	Yunlin County
349b	24.6827	121.7238	候(野)鳥	2017-01-11	2017-01-15	H5N2	HPAI	候(野)鳥	349	350	Yilan County
350b	23.757828	120.247036	紅羽土雞	2017-01-11	2017-01-13	H5N2	HPAI	業者主動通報	350	349	Yunlin County
348b	24.81061111	121.78963889	種鴨	2017-01-10	2017-01-15	H5N2	HPAI	周邊監測	348	348	Yilan County
346b	23.69386	120.24986	其他	2017-01-09	2017-01-12	H5N2	HPAI	民眾通報	346	347	Yunlin County
347b	23.639212	120.302376	黑羽土雞	2017-01-09	2017-01-12	H5N2	HPAI	業者主動通報	347	346	Yunlin County
345b	23.78669	120.52886	其他	2017-01-08	2017-01-11	H5N2_H5N8	HPAI	民眾通報	345	345	Yunlin County
343b	23.75412	120.23526	其他	2017-01-06	2017-01-10	H5N2	HPAI	民眾通報	343	344	Yunlin County
344b	23.75389	120.22056	烏骨雞	2017-01-06	2017-01-10	H5N2	HPAI	檢舉案	344	343	Yunlin County
342b	23.764721	120.249298	皇金雞	2017-01-05	2017-01-08	H5N2	HPAI	化製異常回溯	342	342	Yunlin County
341b	23.661431	120.504471	紅羽土雞	2017-01-01	2017-01-04	H5N8	HPAI	業者主動通報	341	341	Yunlin County
340b	23.7491	120.53003	土番鴨	2016-12-29	2016-12-31	H5N2	HPAI	化製異常回溯	340	340	Yunlin County
339b	23.86125	120.422528	土雞	2016-09-28	2016-10-02	H5N2	HPAI	業者主動通報	339	339	Changhua County
338b	23.43964	120.37667	其他	2016-09-19	2016-09-22	H5Nx	HPAI	民眾通報	338	338	Chiayi County
337b	24.73567778	121.2558	土雞	2016-08-17	2016-08-21	H5N2	HPAI	業者主動通報	337	337	Hsinchu County
336b	23.81403	121.4732	肉鵝	2016-07-03	2016-07-06	H5Nx	HPAI	檢舉案	336	336	Hualien County
335b	23.01356	120.31588	肉鵝	2016-07-01	2016-07-04	H5N8	HPAI	業者主動通報	335	335	Tainan City
334b	22.39591111	120.6093	白肉雞	2016-06-03	2016-06-07	H5Nx	HPAI	周邊監測	334	334	Pingtung County
333b	23.737872	120.230006	黑羽土雞	2016-05-30	2016-06-02	H5N2	HPAI	業者主動通報	333	333	Yunlin County
332b	23.232352	120.236091	蛋雞	2016-05-23	2016-06-02	H5Nx	HPAI	主動監測	332	332	Tainan City
331b	23.00911944	120.30828889	蛋中雞	2016-04-29	2016-05-02	H5N2	HPAI	業者主動通報	331	331	Tainan City
330b	22.93981	120.2883	肉鵝	2016-04-19	2016-04-22	H5N8	HPAI	業者主動通報	330	330	Tainan City
329b	23.48472222	120.34355556	種鵝	2016-04-09	2016-04-13	H5N2	HPAI	業者主動通報	329	329	Chiayi County
328b	23.48229722	120.33969722	種鵝	2016-04-06	2016-04-09	H5N2	HPAI	業者主動通報	328	328	Chiayi County
327b	23.48408056	120.33925833	種鵝	2016-04-01	2016-04-04	H5N2	HPAI	業者主動通報	327	327	Chiayi County
326b	23.718041	120.231939	肉鵝	2016-03-31	2016-04-02	H5N2	HPAI	業者主動通報	326	326	Yunlin County
325b	23.548094	120.27071	種鵝	2016-03-23	2016-03-25	H5N2	HPAI	業者主動通報	325	325	Yunlin County
324b	23.857361	120.405945	蛋雞	2016-02-29	2016-03-11	H5Nx	HPAI	主動監測	324	324	Changhua County
322b	23.871342	120.289623	土雞	2016-02-24	2016-02-27	H5N2	HPAI	業者主動通報	322	323	Changhua County
323b	23.28337	120.2958	種鵝	2016-02-24	2016-02-27	H5N2	HPAI	業者主動通報	323	322	Tainan City
321b	23.761503	120.245481	有色雞	2016-02-23	2016-02-26	H5N8	HPAI	業者主動通報	321	321	Yunlin County
320b	23.584769	120.201779	肉鵝	2016-02-14	2016-02-17	H5N2	HPAI	業者主動通報	320	320	Yunlin County
319b	22.52025	120.45880556	土雞	2016-02-11	2016-02-14	H5N2	HPAI	業者主動通報	319	319	Pingtung County
318b	23.586876	120.200224	肉鵝	2016-02-10	2016-02-13	H5N2	HPAI	業者主動通報	318	318	Yunlin County
317b	23.055191	120.18953	白肉雞	2016-02-05	2016-02-10	H5N2	HPAI	業者主動通報	317	317	Tainan City
316b	22.74	120.48658333	蛋雞	2016-02-02	2016-02-26	H5Nx	HPAI	周邊監測	316	316	Pingtung County
315b	22.76888889	120.56258333	肉鵝	2016-01-30	2016-02-02	H5N8	HPAI	業者主動通報	315	315	Pingtung County
314b	23.900104	120.336993	蛋中雞	2016-01-29	2016-02-02	H5N2	HPAI	業者主動通報	314	314	Changhua County
313b	23.20257	120.21137	肉鵝	2016-01-15	2016-01-19	H5N2	HPAI	業者主動通報	313	313	Tainan City
311b	23.79908	120.3593	候(野)鳥	2016-01-12	2016-01-15	H5Nx	HPAI	候(野)鳥	311	312	Yunlin County
312b	24.93955556	121.09369444	蛋鴨	2016-01-12	2016-01-14	H5N2	HPAI	業者主動通報	312	311	Taoyuan City
309b	23.38992	120.36323	正番鴨	2016-01-11	2016-01-14	H5N2	HPAI	業者主動通報	309	310	Tainan City
310b	23.39001	120.36126	正番鴨	2016-01-11	2016-01-14	H5N2	HPAI	業者主動通報	310	309	Tainan City
308b	23.49116	120.1335	候(野)鳥	2016-01-09	2016-01-12	H5Nx	HPAI	野鳥學會(濕地死鳥)	308	308	Chiayi County
306b	24.9967	121.5409	候(野)鳥	2016-01-07	2016-01-11	H5Nx	HPAI	民眾通報	306	307	Taipei City
307b	23.441661	120.36394	種鵝	2016-01-07	2016-01-12	H5N2	HPAI	業者主動通報	307	306	Chiayi County
304b	24.201	120.6302	候(野)鳥	2016-01-06	2016-01-08	H5Nx	HPAI	候(野)鳥	304	305	Taichung City
305b	23.895194	120.401778	白肉雞	2016-01-06	2016-01-11	H5Nx	HPAI	業者主動通報	305	304	Changhua County
301b	23.638437	120.292937	土雞	2016-01-05	2016-01-08	H5N2	HPAI	業者主動通報	301	303	Yunlin County
302b	23.858582	120.309223	火雞	2016-01-05	2016-01-08	H5N2	HPAI	業者主動通報	302	302	Changhua County
303b	22.74208333	120.48866667	蛋雞	2016-01-05	2016-01-12	H5Nx	HPAI	主動監測	303	301	Pingtung County
300b	23.849396	120.40418	蛋雞	2016-01-04	2016-01-15	H5Nx	HPAI	周邊監測	300	300	Changhua County
299b	23.799084	120.359327	閹雞	2016-01-01	2016-01-05	H5N2	HPAI	業者主動通報	299	299	Yunlin County
298b	23.54635833	120.32633056	蛋鴨	2015-12-30	2016-01-02	H5N2	HPAI	業者主動通報	298	298	Chiayi County
297b	22.748889	120.489	古早雞	2015-12-25	2015-12-29	H5Nx	HPAI	業者主動通報	297	297	Pingtung County
295b	23.62101944	120.505	肉鵝	2015-12-21	2015-12-25	H5N8	HPAI	業者主動通報	295	296	Chiayi County
296b	23.859362	120.28423	土雞	2015-12-21	2015-12-25	H5N2	HPAI	業者主動通報	296	295	Changhua County
293b	23.70693889	120.25518333	火雞	2015-12-15	2015-12-18	H5N2	HPAI	業者主動通報	293	294	Yunlin County
294b	23.689516	120.271055	肉鵝	2015-12-15	2015-12-18	H5N2	HPAI	業者主動通報	294	293	Yunlin County
292b	23.654467	120.303717	肉鵝	2015-12-14	2015-12-17	H5N2	HPAI	業者主動通報	292	292	Yunlin County
290b	22.68969444	120.57216667	土番鴨	2015-12-07	2015-12-10	H5N8	HPAI	業者主動通報	290	291	Pingtung County
291b	23.85597778	120.40725278	土雞	2015-12-07	2015-12-10	H5N2	HPAI	業者主動通報	291	290	Changhua County
289b	23.69067	120.45323	土種雞	2015-12-05	2015-12-09	H5Nx	HPAI	業者主動通報	289	289	Yunlin County
288b	23.863324	120.299651	肉鴨	2015-11-30	2015-12-11	H5Nx	HPAI	周邊監測	288	288	Changhua County
286b	23.64435	120.45538333	土種雞	2015-11-24	2015-11-24	H5Nx	HPAI	主動監測	286	287	Yunlin County
287b	22.60189	120.49142	正番鴨	2015-11-24	2015-11-27	H5N2	HPAI	業者主動通報	287	286	Pingtung County
285b	22.67594444	120.55536111	土雞	2015-11-16	2015-11-26	H5N2	HPAI	業者主動通報	285	285	Pingtung County
284b	23.64085556	120.38831944	土種雞	2015-10-29	2015-11-07	H5Nx	HPAI	主動監測	284	284	Yunlin County
283b	22.77452778	120.57705556	肉鴨	2015-10-16	2015-10-23	H5N2	HPAI	周邊監測	283	283	Pingtung County
282b	23.86308	120.2992	土雞	2015-10-14	2015-10-17	H5N2	HPAI	業者主動通報	282	282	Changhua County
281b	23.687435	120.238042	火雞	2015-09-29	2015-10-02	H5N2	HPAI	業者主動通報	281	281	Yunlin County
280b	22.52165556	120.43996667	肉鴨	2015-09-22	2015-09-29	H5Nx	HPAI	周邊監測	280	280	Pingtung County
278b	23.44763	120.24309	肉鵝	2015-09-14	2015-09-17	H5N8	HPAI	業者主動通報	278	279	Chiayi County
279b	23.230834	120.283086	種鵝	2015-09-14	2015-09-17	H5N8	HPAI	業者主動通報	279	278	Tainan City
274b	23.708794	120.488963	土番鴨	2015-09-08	2015-09-14	H5N2	HPAI	周邊監測	274	277	Yunlin County
275b	23.710893	120.49248	土番鴨	2015-09-08	2015-09-14	H5N2	HPAI	周邊監測	275	276	Yunlin County
276b	23.714207	120.486388	土番鴨	2015-09-08	2015-09-17	H5N2	HPAI	周邊監測	276	275	Yunlin County
277b	23.714461	120.481711	土番鴨	2015-09-08	2015-09-17	H5N2	HPAI	周邊監測	277	274	Yunlin County
273b	23.63353	120.31269	種鵝	2015-09-05	2015-09-09	H5N2	HPAI	業者主動通報	273	273	Yunlin County
271b	23.639212	120.302376	土雞	2015-08-27	2015-08-29	H5N2	HPAI	業者主動通報	271	272	Yunlin County
272b	22.78572222	120.59058333	肉鴨	2015-08-27	2015-09-07	H5Nx	HPAI	周邊監測	272	271	Pingtung County
270b	22.76161111	120.55036111	肉鴨	2015-08-26	2015-09-02	H5Nx	HPAI	周邊監測	270	270	Pingtung County
269b	23.45404	120.26295	肉鴨	2015-08-25	2015-08-29	H5N8	HPAI	業者主動通報	269	269	Chiayi County
267b	22.77597222	120.57397222	肉鴨	2015-08-24	2015-09-02	H5Nx	HPAI	周邊監測	267	268	Pingtung County
268b	22.74269444	120.52386111	肉鴨	2015-08-24	2015-09-02	H5Nx	HPAI	周邊監測	268	267	Pingtung County
266b	22.52316667	120.44488889	肉鴨	2015-08-12	2015-08-26	H5Nx	HPAI	周邊監測	266	266	Pingtung County
265b	23.857165	120.28755	土雞	2015-08-08	2015-08-11	H5N2	HPAI	業者主動通報	265	265	Changhua County
264b	23.85076	120.306669	土雞	2015-08-01	2015-08-05	H5N2	HPAI	業者主動通報	264	264	Changhua County
263b	22.59589	121.00271	土雞	2015-07-30	2015-08-03	H5Nx	HPAI	業者主動通報	263	263	Taitung County
262b	23.83661	120.28667	土雞	2015-07-29	2015-08-01	H5N2	HPAI	業者主動通報	262	262	Changhua County
259b	23.64777	120.19115	肉鴨	2015-07-28	2015-07-31	H5N8	HPAI	業者主動通報	259	261	Yunlin County
260b	23.76655	120.41765	肉鵝	2015-07-28	2015-07-31	H5N2	HPAI	業者主動通報	260	260	Yunlin County
261b	23.98527	120.65611	蛋鴨	2015-07-28	2015-07-31	H5N2	HPAI	業者主動通報	261	259	Nantou County
258b	23.67422	120.22253	肉鵝	2015-07-24	2015-07-29	H5N2	HPAI	業者主動通報	258	258	Yunlin County
257b	23.75229	120.23097	肉鴨	2015-07-21	2015-07-25	H5N2	HPAI	業者主動通報	257	257	Yunlin County
256b	23.851104	120.3049508	土雞	2015-07-20	2015-07-23	H5N2	HPAI	業者主動通報	256	256	Changhua County
255b	23.703249	120.263742	火雞	2015-07-19	2015-07-22	H5N2	HPAI	業者主動通報	255	255	Yunlin County
253b	22.594138	120.506388	土雞	2015-07-14	2015-07-18	H5N2	HPAI	業者主動通報	253	254	Pingtung County
254b	23.84843	120.29844	土雞	2015-07-14	2015-07-18	H5N2	HPAI	業者主動通報	254	253	Changhua County
252b	23.75482	120.23232	肉鴨	2015-07-13	2015-07-17	H5N2	HPAI	業者主動通報	252	252	Yunlin County
250b	22.89642	120.28786	肉鵝	2015-07-02	2015-07-04	H5N2	HPAI	業者主動通報	250	251	Kaohsiung City
251b	23.75422	120.22539	肉鴨	2015-07-02	2015-07-07	H5N2	HPAI	業者主動通報	251	250	Yunlin County
249b	23.72434	120.26829	火雞	2015-06-29	2015-07-03	H5N2	HPAI	業者主動通報	249	249	Yunlin County
248b	23.85151	120.30931	土雞	2015-06-28	2015-07-02	H5N2	HPAI	業者主動通報	248	248	Changhua County
247b	23.86032	120.27586	土雞	2015-06-25	2015-06-30	H5N2	HPAI	業者主動通報	247	247	Changhua County
246b	23.67731	120.24994	肉鵝	2015-06-22	2015-06-26	H5N2	HPAI	業者主動通報	246	246	Yunlin County
245b	23.8496	120.3087	土雞	2015-06-20	2015-06-23	H5N8	HPAI	業者主動通報	245	245	Changhua County
243b	23.8692	120.2892	土雞	2015-06-19	2015-06-23	H5N2	HPAI	業者主動通報	243	244	Changhua County
244b	23.8911	120.4962	白肉雞	2015-06-19	2015-06-23	H5N2	HPAI	業者主動通報	244	243	Changhua County
242b	23.67518	120.32769	土雞	2015-06-09	2015-06-13	H5N2	HPAI	業者主動通報	242	242	Yunlin County
241b	23.68116	120.2923	土雞	2015-06-05	2015-06-09	H5N2	HPAI	業者主動通報	241	241	Yunlin County
240b	23.777687	120.459681	種鵝	2015-06-01	2015-06-05	H5N2	HPAI	業者主動通報	240	240	Yunlin County
239b	23.681118	120.191608	土雞	2015-05-30	2015-06-02	H5N2	HPAI	業者主動通報	239	239	Yunlin County
237b	23.66405	120.3191	肉鵝	2015-05-28	2015-06-02	H5N2	HPAI	業者主動通報	237	238	Yunlin County
238b	23.841244	120.412526	蛋雞	2015-05-28	2015-06-06	H5Nx	HPAI	周邊監測	238	237	Changhua County
236b	23.53181	120.20823	土雞	2015-05-25	2015-05-29	H5N2	HPAI	業者主動通報	236	236	Yunlin County
235b	23.712489	120.236227	土雞	2015-05-23	2015-05-26	H5N2	HPAI	業者主動通報	235	235	Yunlin County
234b	22.75252778	120.54916667	土雞	2015-05-21	2015-05-26	H5Nx	HPAI	周邊監測	234	234	Pingtung County
233b	22.73702778	120.59438889	肉鴨	2015-05-18	2015-05-24	H5Nx	HPAI	周邊監測	233	233	Pingtung County
231b	23.721533	120.257885	土雞	2015-05-16	2015-05-20	H5N2	HPAI	業者主動通報	231	232	Yunlin County
232b	23.851104	120.30495	土雞	2015-05-16	2015-05-20	H5N8	HPAI	業者主動通報	232	231	Changhua County
230b	23.692255	120.258276	土雞	2015-05-15	2015-05-19	H5N2	HPAI	業者主動通報	230	230	Yunlin County
229b	23.835742	120.322787	土雞	2015-05-14	2015-05-21	H5N2	HPAI	業者主動通報	229	229	Changhua County
227b	23.862738	120.280186	土雞	2015-05-12	2015-05-16	H5Nx	HPAI	業者主動通報	227	228	Changhua County
228b	23.244966	120.283727	土種雞	2015-05-12	2015-05-30	H5Nx	HPAI	周邊監測	228	227	Tainan City
226b	23.71466	120.27702	肉鵝	2015-05-08	2015-05-11	H5N2	HPAI	業者主動通報	226	226	Yunlin County
225b	23.722923	120.2543	土雞	2015-05-07	2015-05-11	H5N2	HPAI	業者主動通報	225	225	Yunlin County
223b	23.871146	120.288387	土雞	2015-05-05	2015-05-09	H5N2	HPAI	業者主動通報	223	224	Changhua County
224b	22.73663	120.52932	肉鵝	2015-05-05	2015-05-09	H5N8	HPAI	業者主動通報	224	223	Pingtung County
222b	23.65275	120.217217	肉鵝	2015-05-04	2015-05-07	H5N2	HPAI	業者主動通報	222	222	Yunlin County
221b	23.798331	120.314167	土雞	2015-05-01	2015-05-05	H5N2	HPAI	業者主動通報	221	221	Yunlin County
220b	23.888305	120.324028	土雞	2015-04-29	2015-05-03	H5Nx	HPAI	業者主動通報	220	220	Changhua County
219b	23.70338	120.2464	肉鵝	2015-04-25	2015-04-28	H5N2	HPAI	業者主動通報	219	219	Yunlin County
217b	23.8592	120.27735	土雞	2015-04-24	2015-04-27	H5N8	HPAI	業者主動通報	217	218	Changhua County
218b	23.85929	120.27975	土雞	2015-04-24	2015-04-27	H5N8	HPAI	業者主動通報	218	217	Changhua County
212b	23.850077	120.285039	土雞	2015-04-23	2015-04-26	H5N8	HPAI	業者主動通報	212	216	Changhua County
213b	23.859906	120.286654	土雞	2015-04-23	2015-04-26	H5N8	HPAI	業者主動通報	213	215	Changhua County
214b	23.67783	120.28804	肉鵝	2015-04-23	2015-04-26	H5N8	HPAI	業者主動通報	214	214	Yunlin County
215b	23.08512	120.3386	土雞	2015-04-23	2015-04-29	H5Nx	HPAI	周邊監測	215	213	Tainan City
216b	23.06141	120.3864	土種雞	2015-04-23	2015-04-29	H5Nx	HPAI	主動監測	216	212	Tainan City
208b	23.757828	120.247036	土雞	2015-04-21	2015-04-24	H5N8	HPAI	業者主動通報	208	211	Yunlin County
209b	23.783106	120.244626	土雞	2015-04-21	2015-04-24	H5N2_H5N8	HPAI	業者主動通報	209	210	Yunlin County
210b	23.859362	120.28423	土雞	2015-04-21	2015-04-24	H5N2	HPAI	業者主動通報	210	209	Changhua County
211b	23.735824	120.240542	紅羽土雞	2015-04-21	2015-04-24	H5N2	HPAI	業者主動通報	211	208	Yunlin County
205b	23.74203	120.24141	土雞	2015-04-20	2015-04-24	H5N2	HPAI	業者主動通報	205	207	Yunlin County
206b	23.742488	120.237438	土雞	2015-04-20	2015-04-24	H5N2	HPAI	業者主動通報	206	206	Yunlin County
207b	23.650163	120.207857	肉鵝	2015-04-20	2015-04-24	H5N2	HPAI	業者主動通報	207	205	Yunlin County
204b	23.739512	120.239687	土雞	2015-04-17	2015-04-20	H5N2	HPAI	業者主動通報	204	204	Yunlin County
203b	23.95452778	120.36019444	肉鵝	2015-04-16	2015-04-20	H5N8	HPAI	業者主動通報	203	203	Changhua County
202b	23.689803	120.230771	肉鵝	2015-04-11	2015-04-14	H5N2	HPAI	業者主動通報	202	202	Yunlin County
201b	23.677469	120.289669	肉鵝	2015-04-10	2015-04-14	H5N8	HPAI	業者主動通報	201	201	Yunlin County
200b	23.5648	120.204043	土雞	2015-04-09	2015-04-13	H5Nx	HPAI	業者主動通報	200	200	Yunlin County
197b	23.678112	120.289835	肉鵝	2015-04-07	2015-04-11	H5Nx	HPAI	業者主動通報	197	199	Yunlin County
198b	23.21222	120.1947	肉鴨	2015-04-07	2015-04-16	H5Nx	HPAI	周邊監測	198	198	Tainan City
199b	23.21307222	120.19886667	肉鴨	2015-04-07	2015-04-16	H5Nx	HPAI	周邊監測	199	197	Tainan City
196b	22.61436	120.50697	肉鵝	2015-04-03	2015-04-07	H5N2	HPAI	業者主動通報	196	196	Pingtung County
195b	23.86079	120.557809	種鵝	2015-04-01	2015-04-07	H5N2	HPAI	業者主動通報	195	195	Changhua County
194b	23.78466	120.24429	土雞	2015-03-31	2015-04-03	H5Nx	HPAI	業者主動通報	194	194	Yunlin County
193b	23.566034	120.19973	火雞	2015-03-29	2015-04-02	H5N2	HPAI	業者主動通報	193	193	Yunlin County
192b	23.607306	120.23909	肉鵝	2015-03-26	2015-03-30	H5N2	HPAI	業者主動通報	192	192	Yunlin County
191b	23.69833333	120.65111111	肉鴨	2015-03-25	2015-04-04	H5Nx	HPAI	周邊監測	191	191	Nantou County
190b	23.741082	120.242068	肉鵝	2015-03-24	2015-03-26	H5N2	HPAI	業者主動通報	190	190	Yunlin County
189b	23.86055	120.40612	肉鵝	2015-03-23	2015-03-26	H5N2	HPAI	業者主動通報	189	189	Changhua County
188b	23.40856	120.27762	種鵝	2015-03-17	2015-03-20	H5Nx	HPAI	業者主動通報	188	188	Chiayi County
187b	25.09028	121.29028	白肉雞	2015-03-16	2015-03-20	H5Nx	HPAI	業者主動通報	187	187	Taoyuan City
186b	23.571882	120.422777	肉鵝	2015-03-13	2015-03-16	H5N2	HPAI	業者主動通報	186	186	Chiayi County
185b	23.92716	120.399	肉鵝	2015-03-12	2015-03-15	H5Nx	HPAI	業者主動通報	185	185	Changhua County
184b	23.60774	120.47745	肉鵝	2015-03-11	2015-03-16	H5N2	HPAI	業者主動通報	184	184	Chiayi County
183b	23.719512	120.242239	肉鵝	2015-03-07	2015-03-10	H5N2	HPAI	業者主動通報	183	183	Yunlin County
182b	22.80919444	120.57130556	土雞	2015-03-06	2015-03-09	H5N2	HPAI	業者主動通報	182	182	Pingtung County
180b	23.67295	120.44327	肉鵝	2015-03-05	2015-03-08	H5N8	HPAI	業者主動通報	180	181	Yunlin County
181b	23.57886	120.4858	肉鵝	2015-03-05	2015-03-08	H5Nx	HPAI	業者主動通報	181	180	Chiayi County
179b	23.57862	120.48514	肉鵝	2015-03-04	2015-03-07	H5N2	HPAI	業者主動通報	179	179	Chiayi County
178b	22.53157	120.44649	肉鵝	2015-03-03	2015-03-06	H5N8	HPAI	業者主動通報	178	178	Pingtung County
176b	23.847113	120.310841	土雞	2015-03-02	2015-03-06	H5N2	HPAI	業者主動通報	176	177	Changhua County
